;age;job;marital;education;credit_in_default;housing_loan;personal_loan;last_contact_type;last_contact_month;last_contact_day;last_contact_duration;n_contacts_this_campaign;days_since_last_contact;n_contacts_prev_campaign;prev_campaign_outcome;registered
241;55.0;retired - Mirandela;married;basic.9y;unknown;no;no;cellular;may;wed;674.0;1;999;0;nonexistent;no
242;36.0;blue-collar - Funchal;single;basic.9y;unknown;yes;no;cellular;may;wed;;4;999;0;nonexistent;no
243;33.0;blue-collar - Fátima;;basic.9y;no;no;no;telephone;jul;tue;346.0;2;999;0;nonexistent;no
244;72.0;retired - Praia da Vitória;;;no;yes;no;cellular;jul;mon;128.0;2;999;1;failure;no
245;59.0;admin. - Lagoa;married;university.degree;no;yes;no;telephone;may;fri;;2;999;0;nonexistent;no
246;26.0;services - Gondomar;single;high.school;no;no;no;cellular;may;thu;243.0;1;999;0;nonexistent;no
247;45.0;blue-collar - Queluz;divorced;basic.4y;unknown;no;no;telephone;may;wed;123.0;1;999;0;nonexistent;no
248;25.0;student - Fafe;single;high.school;no;yes;no;cellular;may;mon;432.0;3;999;0;nonexistent;no
249;40.0;blue-collar - Vila Real;single;unknown;no;no;yes;telephone;jun;fri;274.0;2;999;0;nonexistent;no
250;51.0;;divorced;high.school;no;yes;no;cellular;jul;thu;241.0;2;999;0;nonexistent;no
251;48.0;blue-collar - Ermesinde;married;professional.course;no;yes;no;cellular;jul;thu;49.0;16;999;0;nonexistent;no
252;32.0;management - Agualva-Cacém;married;high.school;no;yes;no;telephone;may;mon;;1;999;0;nonexistent;no
253;29.0;admin. - Serpa;single;high.school;no;yes;no;cellular;jul;tue;202.0;2;999;0;nonexistent;no
254;34.0;admin. - Setúbal;married;high.school;no;yes;no;cellular;aug;thu;103.0;1;999;0;nonexistent;no
255;43.0;admin. - Amora;married;high.school;no;yes;no;cellular;jul;mon;24.0;28;999;0;nonexistent;no
256;42.0;blue-collar - Amora;married;;unknown;no;no;telephone;may;wed;276.0;2;999;0;nonexistent;no
257;57.0;blue-collar - Loulé;divorced;basic.9y;no;yes;no;telephone;jun;tue;;2;999;0;nonexistent;no
258;;services - Vila Franca de Xira;married;high.school;no;no;no;telephone;may;wed;;2;999;0;nonexistent;no
259;39.0;self-employed - Tavira;;;unknown;yes;yes;telephone;jun;mon;258.0;1;999;0;nonexistent;no
260;55.0;self-employed - Esmoriz;married;basic.9y;no;yes;yes;cellular;may;tue;;2;999;0;nonexistent;no
261;42.0;technician - Valongo;single;high.school;no;no;no;cellular;jul;wed;58.0;2;999;0;nonexistent;no
262;42.0;entrepreneur - Peniche;single;unknown;no;no;no;cellular;jul;wed;295.0;1;999;0;nonexistent;no
263;52.0;self-employed - Peso da Régua;married;university.degree;no;no;no;telephone;may;tue;31.0;3;999;0;nonexistent;no
264;36.0;blue-collar - Vila Franca de Xira;married;basic.9y;no;yes;no;telephone;may;thu;;2;999;0;nonexistent;no
265;44.0;blue-collar - Loulé;married;basic.9y;unknown;yes;no;telephone;may;wed;302.0;2;999;0;nonexistent;no
266;49.0;admin. - Queluz;single;unknown;unknown;no;no;cellular;nov;tue;74.0;2;999;0;nonexistent;no
267;54.0;admin. - Póvoa de Santa Iria;married;university.degree;no;yes;yes;telephone;jun;thu;;2;999;0;nonexistent;no
268;55.0;blue-collar - Esposende;single;basic.9y;unknown;yes;no;cellular;jul;tue;80.0;3;999;0;nonexistent;no
269;53.0;admin. - Esmoriz;married;professional.course;no;yes;no;telephone;may;tue;;2;999;0;nonexistent;no
270;25.0;services - Tondela;single;basic.6y;unknown;no;no;cellular;jul;thu;88.0;1;999;0;nonexistent;no
271;38.0;admin. - Tondela;married;high.school;no;yes;no;cellular;nov;tue;;2;999;0;nonexistent;no
272;36.0;;married;high.school;no;yes;no;cellular;nov;thu;111.0;3;999;1;failure;no
273;41.0;technician - Portalegre;single;professional.course;no;no;no;cellular;aug;tue;358.0;1;999;0;nonexistent;no
274;37.0;blue-collar - Oliveira do Bairro;married;basic.4y;no;no;yes;cellular;may;wed;;1;999;1;failure;no
275;33.0;blue-collar - Vendas Novas;married;unknown;no;no;no;cellular;jul;mon;;4;999;0;nonexistent;no
276;44.0;admin. - Vila Real de Santo António;married;university.degree;no;yes;no;cellular;may;tue;203.0;2;999;0;nonexistent;no
277;51.0;management - Vila Franca de Xira;married;university.degree;no;yes;no;telephone;nov;fri;;1;999;0;nonexistent;no
278;30.0;blue-collar - Silves;single;high.school;no;yes;no;cellular;jun;wed;;2;999;0;nonexistent;no
279;35.0;blue-collar - Reguengos de Monsaraz;married;professional.course;no;yes;yes;telephone;apr;fri;;2;999;0;nonexistent;no
280;35.0;admin. - Vila Nova de Famalicão;single;university.degree;no;yes;no;cellular;aug;fri;176.0;4;999;0;nonexistent;no
281;34.0;admin. - Covilhã;married;university.degree;no;no;no;telephone;may;tue;184.0;1;999;0;nonexistent;no
282;49.0;entrepreneur - Esmoriz;married;university.degree;no;no;yes;cellular;apr;mon;281.0;2;999;0;nonexistent;no
283;36.0;blue-collar - Vila Nova de Foz Côa;married;high.school;no;yes;yes;cellular;jul;wed;;1;999;0;nonexistent;no
284;44.0;management - Águeda;;university.degree;no;yes;no;telephone;jun;mon;;8;999;0;nonexistent;no
285;40.0;technician - Águeda;married;university.degree;no;no;no;cellular;may;mon;192.0;4;999;1;failure;no
286;40.0;blue-collar - Águeda;divorced;high.school;unknown;no;no;telephone;may;thu;;6;999;0;nonexistent;no
287;54.0;retired - Alfena;divorced;university.degree;no;yes;no;cellular;jul;tue;152.0;2;999;0;nonexistent;no
288;34.0;technician - Torres Vedras;;professional.course;no;yes;no;cellular;aug;tue;120.0;9;999;0;nonexistent;no
289;46.0;admin. - Vila Real;married;professional.course;no;no;no;telephone;may;mon;;3;999;0;nonexistent;no
290;81.0;;married;basic.4y;no;yes;no;cellular;oct;wed;;2;999;0;nonexistent;no
291;53.0;blue-collar - Esmoriz;divorced;basic.6y;no;yes;no;telephone;nov;wed;;3;999;0;nonexistent;no
292;42.0;technician - Vendas Novas;married;university.degree;no;no;no;cellular;jul;wed;130.0;3;999;0;nonexistent;no
293;35.0;services - Oliveira do Hospital;married;high.school;no;yes;no;cellular;may;thu;117.0;3;999;1;failure;no
294;51.0;admin. - Faro;single;university.degree;no;no;no;cellular;may;wed;187.0;1;999;0;nonexistent;no
295;35.0;technician - Gouveia;single;university.degree;no;yes;no;cellular;aug;fri;105.0;7;999;0;nonexistent;no
296;;retired - Câmara de Lobos;;university.degree;no;yes;no;telephone;oct;wed;129.0;3;999;0;nonexistent;no
297;50.0;self-employed - Tondela;married;basic.9y;unknown;no;no;cellular;may;thu;291.0;1;999;0;nonexistent;no
298;32.0;blue-collar - Gondomar;married;basic.9y;unknown;yes;no;telephone;may;fri;184.0;1;999;0;nonexistent;no
299;32.0;management - Oliveira do Bairro;single;university.degree;no;no;no;telephone;may;thu;81.0;2;999;0;nonexistent;no
300;;technician - Pinhel;;professional.course;no;yes;no;cellular;may;fri;68.0;1;999;1;failure;no
301;34.0;blue-collar - Ovar;single;high.school;no;yes;no;cellular;may;wed;39.0;1;10;1;success;no
302;39.0;blue-collar - Agualva-Cacém;;high.school;no;yes;no;telephone;may;fri;480.0;2;999;0;nonexistent;no
303;59.0;retired - Tondela;married;basic.4y;no;no;no;telephone;apr;tue;;4;999;0;nonexistent;no
304;74.0;retired - Valongo;married;professional.course;no;no;no;cellular;aug;wed;298.0;1;999;0;nonexistent;no
305;34.0;services - Almada;married;;unknown;yes;no;telephone;jun;thu;;1;999;0;nonexistent;no
306;35.0;technician - Silves;married;university.degree;unknown;no;no;cellular;aug;thu;88.0;5;999;0;nonexistent;no
307;39.0;blue-collar - Mirandela;married;basic.6y;no;no;no;telephone;may;wed;413.0;2;999;0;nonexistent;no
308;53.0;self-employed - Miranda do Douro;married;university.degree;no;no;no;cellular;jul;mon;84.0;2;999;0;nonexistent;no
309;38.0;admin. - Guimarães;divorced;high.school;no;no;no;cellular;may;tue;326.0;1;999;0;nonexistent;no
310;33.0;services - Câmara de Lobos;married;high.school;no;yes;no;cellular;may;fri;;1;999;0;nonexistent;no
311;29.0;blue-collar - Portimão;married;basic.9y;no;yes;no;cellular;may;wed;;2;999;0;nonexistent;no
312;29.0;management - Portimão;married;university.degree;no;no;yes;cellular;aug;wed;;2;999;0;nonexistent;no
313;44.0;;single;basic.9y;no;no;no;cellular;nov;mon;115.0;1;999;1;failure;no
314;31.0;blue-collar - Odivelas;divorced;basic.6y;no;yes;no;telephone;may;fri;597.0;17;999;0;nonexistent;no
315;55.0;retired - Olhão da Restauração;married;university.degree;unknown;yes;no;telephone;may;thu;720.0;3;999;0;nonexistent;no
316;33.0;technician - Santana;single;basic.9y;no;no;no;telephone;nov;tue;;1;999;0;nonexistent;no
317;33.0;technician - Portimão;single;university.degree;no;no;no;cellular;nov;tue;;1;999;0;nonexistent;no
318;58.0;technician - Marinha Grande;married;high.school;no;no;no;telephone;jun;thu;;3;999;0;nonexistent;no
319;46.0;unknown - Almada;married;university.degree;no;no;no;telephone;may;wed;93.0;4;999;0;nonexistent;no
320;26.0;blue-collar - Gondomar;married;professional.course;unknown;yes;no;telephone;may;mon;;2;999;0;nonexistent;no
321;28.0;admin. - Câmara de Lobos;single;high.school;no;no;no;cellular;jul;wed;107.0;1;999;0;nonexistent;no
322;37.0;blue-collar - Águeda;married;basic.9y;no;yes;yes;telephone;may;fri;198.0;1;999;0;nonexistent;no
323;27.0;technician - Gondomar;single;;no;yes;no;cellular;apr;wed;88.0;3;999;0;nonexistent;no
324;45.0;;married;basic.6y;unknown;no;no;telephone;may;mon;265.0;1;999;0;nonexistent;no
325;42.0;admin. - Esposende;single;professional.course;no;no;no;cellular;apr;tue;;1;999;0;nonexistent;no
326;37.0;blue-collar - Ponta Delgada;married;high.school;no;no;no;telephone;may;fri;;1;999;0;nonexistent;no
327;54.0;management - Agualva-Cacém;married;;no;no;no;cellular;nov;tue;;1;999;1;failure;no
328;54.0;technician - Valpaços;;professional.course;no;no;yes;telephone;jul;fri;395.0;6;999;0;nonexistent;no
329;;;single;high.school;no;yes;no;telephone;may;wed;260.0;1;999;0;nonexistent;no
330;30.0;admin. - Lagoa;single;university.degree;no;no;no;cellular;aug;thu;;4;999;0;nonexistent;no
331;53.0;services - Lisbon;married;high.school;no;no;no;telephone;may;wed;429.0;1;999;0;nonexistent;no
332;39.0;services - Gouveia;single;professional.course;unknown;yes;no;cellular;may;thu;199.0;1;999;1;failure;no
333;32.0;technician - Ovar;married;basic.9y;no;no;no;cellular;jul;fri;;5;999;0;nonexistent;no
334;27.0;admin. - Agualva-Cacém;single;university.degree;no;yes;no;telephone;may;tue;142.0;1;999;0;nonexistent;no
335;49.0;management - Matosinhos;married;university.degree;no;yes;no;cellular;jun;mon;128.0;1;999;1;failure;no
336;28.0;blue-collar - Mêda;divorced;high.school;no;yes;no;cellular;jul;tue;251.0;1;999;0;nonexistent;no
337;29.0;blue-collar - Portimão;single;professional.course;no;yes;no;cellular;may;wed;;3;999;0;nonexistent;no
338;35.0;admin. - Câmara de Lobos;married;professional.course;no;yes;no;cellular;may;mon;;2;3;1;success;no
339;27.0;admin. - Vendas Novas;married;;no;yes;yes;cellular;may;thu;162.0;2;999;1;failure;no
340;57.0;services - Viseu;divorced;high.school;no;yes;no;telephone;may;fri;288.0;2;999;0;nonexistent;no
341;35.0;;married;university.degree;no;yes;no;cellular;apr;mon;337.0;1;999;2;failure;no
342;38.0;technician - Vila Nova de Santo André;married;basic.9y;no;no;no;cellular;nov;mon;99.0;1;999;0;nonexistent;no
343;29.0;admin. - Mealhada;married;high.school;no;yes;no;telephone;jun;tue;186.0;1;999;0;nonexistent;no
344;50.0;blue-collar - Funchal;married;unknown;unknown;no;no;cellular;jul;thu;;1;999;0;nonexistent;no
345;52.0;technician - Mirandela;married;basic.9y;no;no;yes;telephone;jun;wed;249.0;1;999;0;nonexistent;no
346;;admin. - Lourosa;single;professional.course;no;yes;yes;telephone;jun;fri;;1;999;0;nonexistent;no
347;49.0;admin. - Esmoriz;married;high.school;no;no;yes;telephone;may;thu;627.0;3;999;0;nonexistent;no
348;37.0;;single;basic.9y;no;yes;no;cellular;may;mon;189.0;1;999;0;nonexistent;no
349;34.0;blue-collar - Seixal;married;basic.4y;no;no;yes;telephone;may;thu;23.0;1;999;0;nonexistent;no
350;36.0;blue-collar - Agualva-Cacém;single;basic.4y;no;yes;no;telephone;jun;fri;;8;999;0;nonexistent;no
351;45.0;technician - Rio Tinto;married;basic.9y;unknown;no;no;telephone;may;tue;;2;999;0;nonexistent;no
352;57.0;;single;professional.course;no;yes;no;telephone;jun;thu;451.0;2;999;0;nonexistent;no
353;45.0;blue-collar - Agualva-Cacém;married;basic.9y;unknown;no;no;telephone;may;fri;;9;999;0;nonexistent;no
354;41.0;;married;high.school;unknown;no;no;telephone;may;fri;165.0;4;999;0;nonexistent;no
355;58.0;self-employed - Praia da Vitória;married;unknown;unknown;no;no;cellular;may;wed;250.0;2;999;0;nonexistent;no
356;65.0;retired - Mealhada;married;basic.4y;no;yes;no;telephone;oct;thu;138.0;4;999;0;nonexistent;no
357;31.0;technician - Machico;single;unknown;no;no;no;cellular;aug;mon;308.0;1;999;2;failure;no
358;40.0;services - Albufeira;married;basic.6y;unknown;no;no;cellular;apr;thu;140.0;2;999;2;failure;no
359;37.0;housemaid - Torres Novas;married;high.school;no;yes;no;telephone;may;mon;;2;999;0;nonexistent;no
360;40.0;blue-collar - Oliveira do Bairro;married;unknown;unknown;yes;no;telephone;jun;mon;;2;999;0;nonexistent;no
361;33.0;management - Ermesinde;married;high.school;unknown;yes;no;telephone;may;thu;202.0;1;999;0;nonexistent;no
362;41.0;services - Torres Novas;divorced;high.school;no;yes;no;cellular;jul;thu;474.0;1;999;0;nonexistent;no
363;35.0;blue-collar - Funchal;married;professional.course;no;yes;yes;telephone;may;wed;634.0;2;999;0;nonexistent;no
364;32.0;;single;professional.course;no;no;no;telephone;may;mon;131.0;1;999;0;nonexistent;no
365;36.0;management - Matosinhos;married;university.degree;no;yes;yes;cellular;apr;mon;163.0;1;999;1;failure;no
366;35.0;blue-collar - Gouveia;married;basic.9y;no;no;no;telephone;may;thu;82.0;1;999;0;nonexistent;no
367;34.0;technician - Oliveira do Bairro;divorced;professional.course;no;no;no;telephone;jun;mon;442.0;3;999;0;nonexistent;no
368;54.0;management - Mêda;married;university.degree;no;no;no;cellular;nov;tue;339.0;1;999;0;nonexistent;no
369;40.0;management - Anadia;married;basic.6y;no;yes;no;cellular;apr;thu;77.0;1;999;1;failure;no
370;32.0;technician - Vendas Novas;;university.degree;no;yes;no;cellular;aug;thu;;2;999;0;nonexistent;no
371;34.0;;married;university.degree;no;no;no;telephone;may;fri;83.0;2;999;0;nonexistent;no
372;31.0;management - Pinhel;married;high.school;no;yes;no;cellular;may;tue;78.0;1;999;1;failure;no
373;29.0;admin. - Torres Vedras;single;university.degree;no;no;no;cellular;aug;wed;391.0;2;999;0;nonexistent;no
374;35.0;admin. - Pinhel;married;university.degree;no;yes;no;telephone;may;mon;193.0;6;999;0;nonexistent;no
375;29.0;entrepreneur - Rio Tinto;single;university.degree;no;no;no;cellular;apr;fri;;2;999;0;nonexistent;no
376;47.0;admin. - Tondela;divorced;high.school;no;no;no;cellular;jul;mon;480.0;1;999;0;nonexistent;no
377;50.0;;married;unknown;no;yes;no;cellular;nov;thu;153.0;3;999;0;nonexistent;no
378;28.0;services - Gouveia;married;high.school;no;yes;no;telephone;may;fri;;4;999;0;nonexistent;no
379;33.0;admin. - Seixal;married;university.degree;no;yes;no;cellular;jun;mon;;1;999;0;nonexistent;no
380;39.0;management - Queluz;divorced;university.degree;unknown;yes;no;telephone;may;tue;205.0;2;999;0;nonexistent;no
381;28.0;admin. - Costa da Caparica;single;university.degree;no;no;no;cellular;may;tue;118.0;1;999;2;failure;no
382;37.0;blue-collar - Portalegre;single;basic.9y;unknown;no;no;cellular;jul;fri;;2;999;0;nonexistent;no
383;35.0;management - Portalegre;single;unknown;no;yes;yes;cellular;nov;thu;;1;999;0;nonexistent;no
384;37.0;self-employed - Queluz;single;university.degree;no;yes;no;cellular;apr;thu;48.0;1;999;0;nonexistent;no
385;35.0;self-employed - Ovar;single;university.degree;no;no;no;cellular;jul;wed;157.0;1;999;0;nonexistent;no
386;27.0;blue-collar - Agualva-Cacém;single;basic.6y;no;no;no;telephone;jul;mon;9.0;1;999;0;nonexistent;no
387;27.0;student - Silves;single;basic.9y;no;yes;no;cellular;aug;wed;;1;999;0;nonexistent;no
388;41.0;services - Praia da Vitória;divorced;basic.9y;no;yes;no;telephone;jun;mon;312.0;1;999;0;nonexistent;no
389;37.0;;married;high.school;unknown;no;yes;telephone;may;thu;;1;999;0;nonexistent;no
390;39.0;blue-collar - Agualva-Cacém;single;basic.9y;no;yes;no;cellular;apr;thu;340.0;1;999;0;nonexistent;no
391;47.0;technician - Valbom;married;university.degree;no;yes;no;cellular;aug;thu;65.0;2;999;0;nonexistent;no
392;52.0;technician - Águeda;married;professional.course;no;yes;no;cellular;jul;thu;;2;999;0;nonexistent;no
393;37.0;self-employed - Faro;married;professional.course;unknown;yes;no;telephone;may;fri;78.0;13;999;0;nonexistent;no
394;54.0;blue-collar - Covilhã;married;basic.4y;unknown;no;no;cellular;aug;thu;65.0;6;999;0;nonexistent;no
395;47.0;blue-collar - Coimbra;;high.school;no;yes;no;cellular;may;fri;;3;999;0;nonexistent;no
396;46.0;technician - Esmoriz;divorced;professional.course;no;yes;no;cellular;jul;tue;513.0;5;999;0;nonexistent;no
397;38.0;entrepreneur - Guarda;married;professional.course;no;yes;yes;cellular;jun;tue;262.0;2;999;1;failure;no
398;26.0;unemployed - Viseu;;high.school;no;no;no;cellular;jul;tue;322.0;4;999;0;nonexistent;no
399;42.0;blue-collar - Vila Real de Santo António;married;basic.6y;unknown;no;no;telephone;jul;tue;190.0;1;999;0;nonexistent;no
400;51.0;technician - Valbom;married;university.degree;no;yes;no;telephone;may;tue;470.0;2;999;0;nonexistent;no
401;31.0;blue-collar - Loulé;married;basic.6y;unknown;yes;no;telephone;may;thu;;3;999;0;nonexistent;no
402;41.0;admin. - Portimão;single;high.school;no;yes;no;telephone;jun;fri;266.0;2;999;0;nonexistent;no
403;28.0;technician - Mirandela;single;basic.9y;no;yes;no;cellular;may;thu;;1;999;1;failure;no
404;46.0;management - Freamunde;married;basic.9y;no;no;no;telephone;may;wed;;1;999;0;nonexistent;no
405;34.0;technician - Valbom;married;professional.course;no;yes;yes;telephone;may;mon;207.0;4;999;0;nonexistent;no
406;28.0;blue-collar - Vila Franca de Xira;;basic.4y;no;yes;no;cellular;jul;thu;;4;999;0;nonexistent;no
407;48.0;blue-collar - Amora;married;basic.4y;no;yes;no;telephone;jul;tue;563.0;1;999;0;nonexistent;no
408;28.0;blue-collar - Funchal;;basic.9y;unknown;yes;no;cellular;may;fri;219.0;6;999;0;nonexistent;no
409;54.0;;married;professional.course;no;yes;no;cellular;jul;fri;72.0;1;999;0;nonexistent;no
410;45.0;admin. - Oliveira do Bairro;divorced;university.degree;unknown;yes;no;telephone;may;mon;;5;999;0;nonexistent;no
411;55.0;technician - Vila Real de Santo António;married;basic.9y;no;no;yes;cellular;nov;wed;113.0;2;999;1;failure;no
412;36.0;services - Lamego;married;high.school;no;no;yes;telephone;may;wed;166.0;5;999;0;nonexistent;no
413;58.0;admin. - Trancoso;married;university.degree;no;yes;no;telephone;aug;thu;60.0;1;999;0;nonexistent;no
414;44.0;;married;;unknown;yes;no;telephone;jun;tue;;4;999;0;nonexistent;no
415;52.0;blue-collar - Valbom;married;basic.4y;no;no;no;cellular;aug;fri;109.0;1;999;0;nonexistent;no
416;33.0;admin. - Vila Baleira (a.k.a. Porto Santo);married;university.degree;no;no;no;cellular;apr;thu;179.0;1;999;0;nonexistent;no
417;24.0;self-employed - Valongo;single;professional.course;no;yes;no;cellular;jul;mon;201.0;3;999;0;nonexistent;no
418;48.0;unemployed - Macedo de Cavaleiros;married;;no;yes;no;cellular;jul;tue;812.0;3;999;0;nonexistent;no
419;43.0;blue-collar - Barreiro;divorced;basic.4y;no;unknown;unknown;cellular;may;tue;;7;999;1;failure;no
420;29.0;admin. - Évora;;university.degree;no;yes;no;cellular;aug;wed;;3;999;0;nonexistent;no
421;47.0;entrepreneur - Odivelas;married;university.degree;unknown;no;no;telephone;may;mon;449.0;1;999;0;nonexistent;no
422;44.0;admin. - Portimão;divorced;university.degree;no;no;no;cellular;aug;fri;;6;999;0;nonexistent;no
423;41.0;technician - Peso da Régua;divorced;university.degree;no;yes;no;cellular;aug;mon;335.0;3;999;0;nonexistent;no
